data,regione,zona,servizio_al_tavolo,asporto,consegna_a_domicilio,note,riferimento_normativo
6/3/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/4/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/4/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/5/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/5/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/6/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/6/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/7/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/7/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/8/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/8/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/9/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/9/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/10/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/10/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/11/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/11/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/12/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/12/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/13/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/13/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/14/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/14/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/15/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/15/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/16/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/16/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/17/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/17/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/18/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/18/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/19/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/19/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/20/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/20/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/21/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/21/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/22/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/22/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/23/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/23/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/24/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/24/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/25/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/25/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/26/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/26/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/27/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/27/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/28/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/28/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/29/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/29/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/30/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
6/30/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/1/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/1/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/2/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/2/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/3/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/3/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/4/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/4/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/5/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/5/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/6/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/6/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/7/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/7/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/8/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/8/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/9/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/9/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/10/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/10/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/11/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/11/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/12/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/12/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/13/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/13/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/14/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/14/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/15/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/15/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/16/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/16/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/17/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/17/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/18/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/18/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/19/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/19/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/20/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/20/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/21/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/21/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/22/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/22/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/23/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/23/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/24/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/24/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/25/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/25/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/26/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/26/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/27/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/27/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/28/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/28/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/29/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/29/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/30/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/30/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/31/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
7/31/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/1/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/1/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/2/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/2/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/3/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/3/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/4/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/4/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/5/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/5/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/6/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/6/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/7/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/7/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/8/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/8/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/9/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/9/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/10/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/10/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/11/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/11/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/12/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/12/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/13/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/13/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/14/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/14/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/15/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/15/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/16/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/16/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/17/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/17/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/18/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/18/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/19/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/19/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/20/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/20/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/21/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/21/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/22/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/22/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/23/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/23/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/24/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/24/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/25/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/25/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/26/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/26/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/27/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/27/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/28/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/28/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/29/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/29/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/30/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/30/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/31/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
8/31/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/1/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/1/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/2/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/2/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/3/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/3/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/4/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
